0.2
0.03
0.12
0.01
0.02
0.006
0.02
0.0
0.04
0.01
0.01
0.01
0.05
0.05
0.05
0.05
0.01
0.01
0.01
0.01
0.0
0.01
0.2
0.2
0.25
0.25
0.14
0.3
0.3
0.15
0.25
0.35
0.35
0.35
0.02
0.02
1.0
0.05
0.2
0.1
0.02
0.03
0.2
0.35
0.3
0.25
0.35
